Synthesis_Method,Gas_Type,Temperature_C,Pressure_torr,Catalyst_FeCoNi_at_pct,Growth_Time_min,Purity_%,SWCNT_Fraction,Diameter_nm,Length_um,Raman_GD,Electrical_Conductivity_Sm,Resistivity_uOhm_cm,Application,EMI_Shielding_dB,Gas_Sensitivity_%,Capacitance_Fg,Failure_Mode,Severity,Occurrence,Detectability,Failure_Label,PhD_Topic
Arc Discharge,Ar,3636.89,203.77,1.6,86.9,84.22,0.346,26.301,461.86,99.18,582800,193.9087,Sensor,27.34,32.05,14.17,Contamination,7,6,8,1,CNT_Sensors
CVD,CH4,702.6,175,1.05,73.46,87.43,0.764,0.886,690.03,129.49,653200,159.0414,Biomedical,15.55,34.3,14.69,Thermal_Runaway,7,3,5,1,CNT_Interconnects
CVD,CO,732.48,250.23,1.21,72.47,89.89,0.649,23.544,522.61,125.5,720600,120.5311,EMI_Shielding,53.29,0.6,74.4,Matrix_Cracking,8,3,6,0,CNT_Energy_Electrodes
Arc Discharge,He,4400.93,475.73,1.54,58.37,72.21,0.588,22.383,1771.53,69.66,643300,182.63,Biomedical,16.72,13.21,33.3,Junction_Breakdown,4,6,4,0,CNT_Interconnects
Laser Ablation,Ar,1163.38,589.1,2.91,95.28,89.87,0.672,2.317,1585.46,87.52,732200,147.58,Interconnect,14.89,3.25,26.34,Pore_Collapse,5,6,5,0,CNT_Energy_Electrodes
CVD,C2H2,751.35,342.71,2.69,61.8,90.39,0.592,6.572,1067.25,141.8,724800,122.0428,Interconnect,12.37,4.91,9.19,Electromigration,7,2,7,0,CNT_Synthesis_Optimization
Arc Discharge,He,4648.14,345.96,2.04,50.09,83.87,0.29,23.416,1816.98,79.18,483600,201.8247,Biomedical,21.94,16.13,27.26,Thermal_Runaway,9,4,7,0,CNT_Interconnects
Arc Discharge,He,4373.74,370.21,1.4,51.69,81.87,0.403,9.385,1406.96,67.05,496900,220.6706,Sensor,27.46,26.49,55.24,Matrix_Cracking,4,6,7,1,CNT_EMI_Composites
Laser Ablation,Ar,1277.95,448.68,0.74,67.19,88.67,0.711,0.758,665.41,104.52,944400,117.612,Sensor,19.15,44.36,53.11,Drift_in_Sensitivity,9,7,2,0,CNT_EMI_Composites
Arc Discharge,Ar,3860.35,478.08,0.8,52.83,79.46,0.251,15.307,1700.59,138.32,515400,224.5713,Sensor,11.46,20.46,8.73,Drift_in_Sensitivity,9,3,2,1,CNT_Sensors
CVD,CH4,768.02,228.54,1.45,36.86,93.47,0.409,17.993,1183.47,140.4,709200,146.8633,Interconnect,6.72,2.91,16.51,Junction_Breakdown,8,6,3,1,CNT_EMI_Composites
CVD,C2H2,651.91,278.06,1.25,57.77,93.03,0.676,25.569,729.58,110.33,695700,160.2817,Interconnect,12.97,8.07,5.4,Electromigration,4,4,6,0,CNT_Interconnects
Arc Discharge,Ar,3945.48,359.22,1.67,67.8,80.87,0.263,8.463,1958.27,146.55,556000,201.8551,Sensor,5.02,22.58,26.2,Drift_in_Sensitivity,5,4,5,1,CNT_Sensors
CVD,CO,716.5,222.93,2.17,78.48,87.51,0.606,10.034,654.57,110.85,649700,160.1005,Interconnect,5.34,9.84,33.56,Drift_in_Sensitivity,8,5,2,0,CNT_Sensors
CVD,C2H2,674.94,161.87,0.62,90.06,92.1,0.552,18.781,1219.78,86.37,606100,141.3512,Interconnect,13.16,5.86,31.53,Electromigration,9,7,4,0,CNT_Interconnects
Laser Ablation,Ar,1094.08,568.69,2.56,64.91,87.07,0.891,1.647,7.92,114.53,1010000,82.384,Interconnect,2.02,6.17,14.04,Contamination,4,5,2,0,CNT_Energy_Electrodes
Arc Discharge,He,4057.59,417.38,1.32,33.17,76.59,0.587,5.488,520.68,134.29,680700,134.8544,Biomedical,11.83,17.64,72.02,Junction_Breakdown,8,8,8,1,CNT_Interconnects
Arc Discharge,Ar,3708.94,413.38,1.8,81.07,82.9,0.249,15.598,1737.39,109.27,502600,234.9201,Sensor,24.34,86.12,35.41,Thermal_Runaway,9,8,8,0,CNT_Interconnects
CVD,CH4,731.82,123.46,0.71,79.49,88.04,0.515,14.798,436.92,45.64,606400,141.6823,Interconnect,15.99,5.25,16.64,Matrix_Cracking,5,7,7,0,CNT_EMI_Composites
Laser Ablation,Ar,1104.12,457.81,2.68,45.64,87.55,0.877,1.932,1200.19,141.85,948900,90.0106,Energy_Electrode,28.96,14.39,63.01,Thermal_Runaway,8,8,3,1,CNT_Sensors
Laser Ablation,Ar,1254.68,552.91,2.67,74.46,88.59,0.618,28.893,420.49,104.67,874600,127.7496,Sensor,13.84,31.26,35.45,Drift_in_Sensitivity,5,2,3,0,CNT_Interconnects
Arc Discharge,Ar,4380.74,453.81,1.57,39.48,89.73,0.449,18.282,916.66,56.3,726700,112.6602,EMI_Shielding,32.76,8.65,24.05,Junction_Breakdown,4,3,3,1,CNT_Interconnects
Arc Discharge,Ar,4097.86,269.47,1.33,48.91,73,0.59,28.474,193.5,72.34,646800,127.5583,Biomedical,6.5,39.49,20.81,Contamination,7,8,6,1,CNT_Sensors
CVD,C2H2,656.73,364.25,1.61,94.05,92.56,0.662,27.785,1675.47,71,802600,124.2578,Sensor,26.51,49.34,23.06,Junction_Breakdown,7,8,3,1,CNT_Sensors
CVD,C2H2,656.71,148.68,2.21,27.99,91.55,0.614,12.909,352.68,98.46,898200,131.9834,Biomedical,6.59,12.02,37.36,Thermal_Runaway,4,3,4,0,CNT_Interconnects
CVD,CH4,780.25,250.4,1.13,68.37,91.74,0.778,0.82,81.32,127.45,843000,96.7226,Sensor,7,29.37,56.98,Thermal_Runaway,4,4,3,0,CNT_EMI_Composites
Laser Ablation,Ar,1341.35,535.63,1.75,30.96,86.99,0.822,1.688,1107.73,89.89,839900,127.6823,Biomedical,9.58,31.22,21.08,Contamination,6,3,3,0,CNT_Synthesis_Optimization
Arc Discharge,Ar,3778.16,445.08,1.21,45.88,72.15,0.578,14.14,649.81,87.85,561500,162.1747,Biomedical,15.64,31.28,63.97,Matrix_Cracking,6,7,6,0,CNT_Energy_Electrodes
Arc Discharge,Ar,4213.02,435.02,0.82,61.74,82.75,0.377,22.163,1849.47,51.75,600900,191.0481,Interconnect,19.5,8.35,24.53,Junction_Breakdown,6,8,7,0,CNT_Interconnects
CVD,C2H2,665.41,303.01,1.94,57.75,91.28,0.404,27.957,148.26,107.26,721300,119.8612,Sensor,18.55,59.91,19.51,Thermal_Runaway,7,8,8,1,CNT_Energy_Electrodes
CVD,CO,801.86,164.52,0.81,82.9,95.42,0.753,1.511,517.69,101.59,924900,106.8012,Biomedical,9.77,36.4,51.34,Thermal_Runaway,9,6,8,0,CNT_Synthesis_Optimization
Laser Ablation,Ar,1083.54,579.55,1.24,39.08,89.7,0.841,0.735,33.43,97.49,798200,144.0836,Biomedical,21.17,24.65,22.04,Matrix_Cracking,8,8,8,0,CNT_Synthesis_Optimization
Arc Discharge,Ar,3929.97,383.7,1.16,55.96,77.22,0.214,21.11,1184.03,76.56,529900,197.2722,EMI_Shielding,26.95,6.03,77.48,Junction_Breakdown,7,8,5,1,CNT_Interconnects
Arc Discharge,He,4211.47,307.8,1.06,91.98,89.39,0.371,28.228,1520.14,63.57,770200,115.2409,Sensor,26.2,13.18,54.5,Electromigration,9,6,5,0,CNT_EMI_Composites
Laser Ablation,Ar,1079.62,589.54,2.64,32.39,89.66,0.778,1.249,1503.1,46.33,862600,98.6948,EMI_Shielding,74.62,8.42,15.45,Pore_Collapse,6,3,4,0,CNT_Interconnects
CVD,CO,748.33,123.95,0.86,82.37,92.68,0.496,21.07,1921.98,100.16,776200,130.1795,Interconnect,16.86,9.67,8.02,Thermal_Runaway,4,4,4,1,CNT_Synthesis_Optimization
CVD,C2H2,749.26,193.56,2.13,42.55,95.93,0.45,26.76,487.19,116.99,808600,112.6394,EMI_Shielding,76.23,5.74,36.46,Electromigration,6,3,5,1,CNT_Energy_Electrodes
CVD,CH4,766.68,353.65,2.77,64.8,89.08,0.425,15.346,1422.14,113.72,598100,155.8261,EMI_Shielding,73.92,8.85,45.42,Junction_Breakdown,8,4,8,0,CNT_Sensors
Laser Ablation,Ar,1266.65,478.61,1.6,46.34,86.36,0.85,1.305,1582.94,52.55,895000,89.4075,Interconnect,13.29,8.27,28.14,Drift_in_Sensitivity,6,5,4,0,CNT_Energy_Electrodes
Laser Ablation,Ar,1202.17,540.59,1.85,58.93,87.83,0.637,14.051,1986.1,142.94,767000,116.9637,EMI_Shielding,26.36,5.19,14.1,Thermal_Runaway,7,7,7,0,CNT_Interconnects
Laser Ablation,Ar,1316.9,598.52,2.33,47.01,86.73,0.676,11.391,891.64,99.2,799400,124.9358,Interconnect,4.12,8.12,32.64,Contamination,6,5,8,0,CNT_EMI_Composites
CVD,C2H2,669.17,325.98,2.42,35.53,88.93,0.429,10.708,1882.69,62.68,642000,178.1725,Interconnect,19.02,9.47,36.78,Matrix_Cracking,9,3,2,1,CNT_Sensors
Arc Discharge,He,4054.31,382.57,2.69,59.32,72.53,0.295,10.135,521.78,42.48,436400,192.4201,Interconnect,19.79,7.91,35.88,Drift_in_Sensitivity,7,8,7,0,CNT_Energy_Electrodes
Arc Discharge,He,4083.87,413.5,2.79,53.89,83.69,0.355,25.453,157.69,52.51,510300,157.7745,Interconnect,14.3,6,14.49,Thermal_Runaway,6,3,8,1,CNT_Sensors
Laser Ablation,Ar,1026.8,476.42,1.49,53.93,87.78,0.744,0.722,1884.85,84.42,768800,152.1898,EMI_Shielding,67.31,0.12,22.92,Junction_Breakdown,5,6,7,0,CNT_EMI_Composites
Laser Ablation,Ar,1191.3,443.95,2.36,58.6,85.22,0.796,1.428,1193.29,112.83,670600,122.6944,Interconnect,13.3,6.74,31.27,Electromigration,8,7,2,1,CNT_Energy_Electrodes
CVD,CH4,787.79,241.15,2.28,37.39,87.59,0.583,21.684,13.75,136.09,652100,181.7497,Energy_Electrode,28.74,7.1,143.9,Electromigration,9,7,3,1,CNT_Synthesis_Optimization
CVD,CH4,809.7,154.31,2.26,105.78,97.93,0.788,1.037,1146.64,128.42,744300,118.3256,Energy_Electrode,24.73,12.7,280.3,Electromigration,8,6,8,1,CNT_Energy_Electrodes
Laser Ablation,Ar,1281.88,491.39,1,42.96,86.59,0.791,1.825,1822.85,56.36,831300,100.6531,Interconnect,13.91,2.16,8.97,Junction_Breakdown,6,3,4,0,CNT_Synthesis_Optimization
CVD,CH4,703.22,240.72,2.27,52.45,97.17,0.443,27.957,1490.09,101.92,601200,136.4844,Biomedical,17.66,23.34,59.74,Electromigration,8,4,6,0,CNT_Synthesis_Optimization
Arc Discharge,Ar,3888.87,343.24,2.59,85.55,87.05,0.258,25.955,1044.06,41.39,679700,154.4011,Sensor,5.17,10.81,59.25,Matrix_Cracking,5,8,2,1,CNT_Sensors
Laser Ablation,Ar,1285.97,571.92,1.1,47.41,85.13,0.618,8.6,992.76,74.38,788100,118.009,Biomedical,13.49,37.11,16.9,Electromigration,7,4,2,0,CNT_Energy_Electrodes
Laser Ablation,Ar,1268.71,435.06,1.08,66.46,89.31,0.812,1.015,1182.54,52.59,987500,85.2004,Sensor,7.81,72.51,39.13,Matrix_Cracking,6,5,4,0,CNT_Synthesis_Optimization
Arc Discharge,Ar,4152.35,429.03,2.54,24.13,83.06,0.464,11.705,755.98,74.05,732300,153.9948,EMI_Shielding,76.08,8.99,11.19,Matrix_Cracking,8,4,2,1,CNT_Interconnects
Laser Ablation,Ar,1143,578.44,2.03,54.98,87.37,0.759,0.988,1838.8,98.66,925500,89.9714,Interconnect,0.77,8.62,30.6,Pore_Collapse,9,3,8,1,CNT_EMI_Composites
Laser Ablation,Ar,1199.7,425.39,2.93,105.3,87.02,0.637,2.586,159.37,56.25,678900,163.5575,Interconnect,3.98,9.43,25.42,Matrix_Cracking,9,6,8,0,CNT_EMI_Composites
Laser Ablation,Ar,1303.23,485.96,2.22,57.88,85.08,0.82,1.195,168.27,65.84,657100,152.07,Biomedical,16.87,17.62,79.49,Matrix_Cracking,4,3,2,0,CNT_Interconnects
Laser Ablation,Ar,1230.11,457.61,2.49,68.12,86.43,0.786,1.924,462.95,103.79,698000,169.6988,EMI_Shielding,77.85,7.58,43.5,Electromigration,5,7,6,1,CNT_Sensors
CVD,CH4,658.99,264.52,2.37,45.27,89.81,0.682,28.742,1564.44,59.92,790800,116.0549,Interconnect,6.39,5.55,21.89,Matrix_Cracking,7,2,8,0,CNT_Interconnects
Laser Ablation,Ar,1259.78,545.16,1.54,66.74,89.49,0.665,2.635,686.8,141.33,681200,142.5675,Interconnect,11.21,7.15,9.51,Thermal_Runaway,5,7,8,0,CNT_EMI_Composites
Laser Ablation,Ar,1067.28,449.98,1.73,78.55,87.58,0.796,0.752,455.49,43.27,729500,147.7271,Interconnect,14.49,9.04,18.65,Electromigration,5,6,2,1,CNT_Interconnects
Laser Ablation,Ar,1333.5,556.17,1.46,62.94,85.79,0.625,14.258,879.68,60.14,861700,120.0935,Energy_Electrode,31.36,14.37,105.18,Matrix_Cracking,9,3,3,1,CNT_Synthesis_Optimization
Arc Discharge,He,3630.72,233.46,2.15,47.29,88.53,0.378,16.807,894.99,66.99,570400,161.7656,Biomedical,22.72,21.94,36.22,Pore_Collapse,4,2,6,1,CNT_Energy_Electrodes
CVD,CH4,726.46,110.67,0.93,45.39,88.31,0.487,4.134,226.51,76.32,657600,176.1381,Biomedical,23.48,6.63,75.66,Contamination,4,7,7,0,CNT_Synthesis_Optimization
Arc Discharge,He,4038.02,417.74,0.66,79.46,70.64,0.244,12.538,445.88,59.61,410900,232.8137,Energy_Electrode,37.38,11.05,161.38,Electromigration,5,5,2,1,CNT_Energy_Electrodes
Laser Ablation,Ar,1140.97,530.59,0.78,49.15,85.72,0.826,1.34,991.34,95.18,860800,111.6557,Energy_Electrode,17.63,14.52,153.03,Drift_in_Sensitivity,6,8,8,0,CNT_Interconnects
CVD,CO,632.56,205.48,0.93,103.95,92.11,0.769,1.448,382.04,128.44,958300,94.5375,Sensor,14.4,85.44,47.03,Thermal_Runaway,7,6,7,1,CNT_Synthesis_Optimization
CVD,C2H2,778.57,350.92,2.42,81.62,92.85,0.489,2.022,1645.95,100.62,610000,148.5003,EMI_Shielding,60.45,6.61,59.83,Matrix_Cracking,7,2,6,0,CNT_Energy_Electrodes
Arc Discharge,Ar,4288.38,281.23,0.66,72.6,73.8,0.434,25.524,612.94,139.82,464800,174.5142,EMI_Shielding,67.49,3.97,12.7,Contamination,4,7,6,1,CNT_Synthesis_Optimization
CVD,CO,728.52,358.82,1.81,96.12,96.36,0.491,21.634,1538.86,100.43,671300,144.9188,Biomedical,5.67,7.21,56.95,Drift_in_Sensitivity,4,3,5,1,CNT_Sensors
